Cluster = 0
Cluster = 1
Genus: oxytropis 	 NumberInCluster: 4 	 PercentageInCluster: 0.060606
Genus: centrosema 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: syngonium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sanchezia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hylocereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: coccothrinax 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: allamanda 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: helleriella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echinochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: henriettea 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: clibadium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gonolobus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: beilschmiedia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neolamarckia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: flemingia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: faramea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acisanthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: diospyros 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: arundinella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: guettarda 	 NumberInCluster: 5 	 PercentageInCluster: 0.714286
Genus: paullinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: vittaria 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: martynia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ruppia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: koellensteinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriosorus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polypodium 	 NumberInCluster: 5 	 PercentageInCluster: 0.263158
Genus: licaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: themeda 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: xenostegia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neomarica 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anthurium 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: oxandra 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: leptocoryphium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oxalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.076923
Genus: gundlachia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hypoestes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: calyptronoma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: coffea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: citrus 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: copaifera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cecropia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hebestigma 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: sabal 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: anacardium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cochlospermum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: meliosma 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: isochilus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bunchosia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: schizachyrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: helicteres 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: brunellia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: conyza 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: pseuderanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: geophila 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sida 	 NumberInCluster: 7 	 PercentageInCluster: 0.241379
Genus: enterosora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: adansonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: etlingera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nectandra 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: amphilophium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: plectranthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: chionanthus 	 NumberInCluster: 5 	 PercentageInCluster: 0.714286
Genus: evolvulus 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: cyperus 	 NumberInCluster: 11 	 PercentageInCluster: 0.075862
Genus: buxus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: sechium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oncidium 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ochroma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tamonea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gibasis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: galactia 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: nidema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: guzmania 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: cuphea 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: zapoteca 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: panicum 	 NumberInCluster: 9 	 PercentageInCluster: 0.109756
Genus: pachira 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: goetzea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: angelonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: urena 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: euphorbia 	 NumberInCluster: 6 	 PercentageInCluster: 0.068182
Genus: phoradendron 	 NumberInCluster: 9 	 PercentageInCluster: 0.360000
Genus: spiracantha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: diectomis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cordia 	 NumberInCluster: 13 	 PercentageInCluster: 0.565217
Genus: nymphaea 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: lyonia 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: ormosia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: alectra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xiphidium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cuscuta 	 NumberInCluster: 2 	 PercentageInCluster: 0.026667
Genus: morella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: zingiber 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: entada 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: castela 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: malpighia 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: terminalia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: margaritaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trichomanes 	 NumberInCluster: 20 	 PercentageInCluster: 0.606061
Genus: aegiphila 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: histiopteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oleandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: halophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: doyerea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: digitaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.111111
Genus: cojoba 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ipomoea 	 NumberInCluster: 7 	 PercentageInCluster: 0.102941
Genus: catesbaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: polystachya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: euclasta 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lycopodiella 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: barleriola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lagenocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hecistopteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: coccocypselum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cheilanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: epiphyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: guatteria 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: gmelina 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: nashia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: microtea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: garcinia 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: tabebuia 	 NumberInCluster: 7 	 PercentageInCluster: 0.777778
Genus: jacquiniella 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pseudanamomis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leptocereus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: stylosanthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: bauhinia 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: tragia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: cymbopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pentapetes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: justicia 	 NumberInCluster: 6 	 PercentageInCluster: 0.222222
Genus: calophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: fleischmannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: adiantum 	 NumberInCluster: 13 	 PercentageInCluster: 0.464286
Genus: erythroxylum 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: coccoloba 	 NumberInCluster: 11 	 PercentageInCluster: 0.846154
Genus: dendropemon 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: allosidastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: parathesis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melanthera 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: caloncoba 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clusia 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: barringtonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: matayba 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lophosoria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pecluma 	 NumberInCluster: 5 	 PercentageInCluster: 0.555556
Genus: samyda 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lastreopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: forestiera 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: calycophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cupania 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: solanum 	 NumberInCluster: 11 	 PercentageInCluster: 0.101852
Genus: campyloneurum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: mitracarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: tetragastris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: arthrostylidium 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: sesuvium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: chaptalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: clerodendrum 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: eleutheranthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pseudelephantopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: encyclia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: juglans 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: cinnamomum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: alocasia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: stelis 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: isachne 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: bastardiopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chromolaena 	 NumberInCluster: 5 	 PercentageInCluster: 0.555556
Genus: eriochrysis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: plumbago 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: gloxinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tynanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dioscorea 	 NumberInCluster: 7 	 PercentageInCluster: 0.466667
Genus: jaltomata 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cynanchum 	 NumberInCluster: 8 	 PercentageInCluster: 0.320000
Genus: pandanus 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: gossypium 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: polyscias 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: palicourea 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: thouinia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: canna 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: guapira 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: ardisia 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: siphonoglossa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: canavalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: prockia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bernardia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: mimosa 	 NumberInCluster: 6 	 PercentageInCluster: 0.181818
Genus: hypogynium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: elaphoglossum 	 NumberInCluster: 20 	 PercentageInCluster: 0.645161
Genus: andropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: arracacia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lunania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ocotea 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: fadyenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xanthosoma 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: casearia 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: stellaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: eubrachion 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: sticherus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: verbesina 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: sauvagesia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mansoa 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: salvinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: vetiveria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neolaugeria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ochna 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: cladium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: notholaena 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: rousselia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chamissoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oldenlandia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: coursetia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: funtumia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clidemia 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: vriesea 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: leandra 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: cydista 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: machaerium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: wedelia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: banisteriopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: jacquemontia 	 NumberInCluster: 6 	 PercentageInCluster: 0.428571
Genus: setaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.100000
Genus: codiaeum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: jatropha 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: heliotropium 	 NumberInCluster: 5 	 PercentageInCluster: 0.147059
Genus: vitex 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: pterolepis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stenandrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: eupatorium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: myrsine 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: tripogandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: quararibea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lycianthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sagittaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: flueggea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: koanophyllon 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: sporobolus 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: spondias 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: caesalpinia 	 NumberInCluster: 7 	 PercentageInCluster: 0.388889
Genus: rolandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tabernaemontana 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: anechites 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ruellia 	 NumberInCluster: 3 	 PercentageInCluster: 0.081081
Genus: lagerstroemia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nephrolepis 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: cornutia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: banara 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: lisianthius 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: enydra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aristida 	 NumberInCluster: 5 	 PercentageInCluster: 0.090909
Genus: pouteria 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: corymborkis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: harrisia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: pictetia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: adelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: mecranium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aechmea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: posidonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: daphnopsis 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: cayaponia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: struchium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: toona 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: haenianthus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: rubus 	 NumberInCluster: 4 	 PercentageInCluster: 0.015504
Genus: hyperbaena 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: maxillaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: cordyline 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sphagneticola 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: psidium 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: marsilea 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: erithalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ficus 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: hibiscus 	 NumberInCluster: 5 	 PercentageInCluster: 0.100000
Genus: arthrostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ammannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: inga 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: annona 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: scybalium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sorghastrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: cynometra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nelsonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: curculigo 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: mouriri 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: convolvulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: psilochilus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
