Cluster = 0
Cluster = 1
Genus: photinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: boehmeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: eragrostis 	 NumberInCluster: 2 	 PercentageInCluster: 0.029412
Genus: philodendron 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: diodia 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: musa 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: ouratea 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: pectis 	 NumberInCluster: 6 	 PercentageInCluster: 0.240000
Genus: tectaria 	 NumberInCluster: 6 	 PercentageInCluster: 0.545455
Genus: cissus 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: carissa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clitoria 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: blechnum 	 NumberInCluster: 6 	 PercentageInCluster: 0.666667
Genus: cirsium 	 NumberInCluster: 1 	 PercentageInCluster: 0.009009
Genus: antirhea 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: heliconia 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: stachytarpheta 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: arachniodes 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cnemidaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ichnanthus 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: enicostema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eichhornia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: lobelia 	 NumberInCluster: 6 	 PercentageInCluster: 0.080000
Genus: dioclea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hydrocotyle 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: tropidia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: colubrina 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: dracaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: albizia 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: teliostachya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: buchnera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: furcraea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: rauvolfia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: triumfetta 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: huperzia 	 NumberInCluster: 9 	 PercentageInCluster: 0.236842
Genus: ruta 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: vigna 	 NumberInCluster: 6 	 PercentageInCluster: 0.428571
Genus: randia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: cyathula 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pseudognaphalium 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: melpomense 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: cyrtopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sterculia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: hydrocleys 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pteridium 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: lycaste 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: flacourtia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pappophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: frangula 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: salvia 	 NumberInCluster: 2 	 PercentageInCluster: 0.023529
Genus: hohenbergia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: stegnosperma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ottoschulzia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: antigonon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: calathea 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: myristica 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hypolepis 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: antidaphne 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: galactia 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: bidens 	 NumberInCluster: 3 	 PercentageInCluster: 0.042254
Genus: brugmansia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: condylidium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acalypha 	 NumberInCluster: 7 	 PercentageInCluster: 0.291667
Genus: olyra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: piptocoma 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: centrosema 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: syngonium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hylocereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: coccothrinax 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: allamanda 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: helleriella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: jacquinia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: echinochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: henriettea 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: clibadium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bastardiopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: beilschmiedia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neolamarckia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ocotea 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: faramea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acisanthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: diospyros 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: arundinella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: guettarda 	 NumberInCluster: 5 	 PercentageInCluster: 0.714286
Genus: paullinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: hygrophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: vittaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: martynia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ruppia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: koellensteinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriosorus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polypodium 	 NumberInCluster: 6 	 PercentageInCluster: 0.315789
Genus: licaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: themeda 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: xenostegia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neomarica 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anthurium 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: oxandra 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: leptocoryphium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oxalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.076923
Genus: gundlachia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pharus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: calyptronoma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hypelate 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trema 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: coffea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: citrus 	 NumberInCluster: 7 	 PercentageInCluster: 0.700000
Genus: copaifera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cecropia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hebestigma 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: sabal 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: anacardium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cochlospermum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: meliosma 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: lepanthopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: isochilus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bunchosia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: schizachyrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: guaiacum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: helicteres 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: brunellia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: conyza 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: pseuderanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: geophila 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sida 	 NumberInCluster: 7 	 PercentageInCluster: 0.241379
Genus: enterosora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: adansonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: etlingera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nectandra 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: flaveria 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: amphilophium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: plectranthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: chionanthus 	 NumberInCluster: 5 	 PercentageInCluster: 0.714286
Genus: evolvulus 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: cyperus 	 NumberInCluster: 13 	 PercentageInCluster: 0.089655
Genus: buxus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: torralbasia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oncidium 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ochroma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tamonea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gibasis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: prockia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nidema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: guzmania 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: coccocypselum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: zapoteca 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: panicum 	 NumberInCluster: 11 	 PercentageInCluster: 0.134146
Genus: tecoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pachira 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: goetzea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: angelonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: urena 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: euphorbia 	 NumberInCluster: 7 	 PercentageInCluster: 0.079545
Genus: phoradendron 	 NumberInCluster: 9 	 PercentageInCluster: 0.360000
Genus: spiracantha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: diectomis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cordia 	 NumberInCluster: 14 	 PercentageInCluster: 0.608696
Genus: nymphaea 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: lyonia 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: ormosia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: alectra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xiphidium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cuscuta 	 NumberInCluster: 2 	 PercentageInCluster: 0.026667
Genus: morella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: zingiber 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: entada 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: castela 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: malpighia 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: terminalia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: margaritaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trichomanes 	 NumberInCluster: 23 	 PercentageInCluster: 0.696970
Genus: hymenocallis 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: lindernia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: aegiphila 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: histiopteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oleandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: halophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: doyerea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: digitaria 	 NumberInCluster: 6 	 PercentageInCluster: 0.166667
Genus: cojoba 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: psychotria 	 NumberInCluster: 19 	 PercentageInCluster: 0.413043
Genus: ipomoea 	 NumberInCluster: 9 	 PercentageInCluster: 0.132353
Genus: catesbaea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: ayenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: polystachya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: euclasta 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lycopodiella 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: barleriola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lagenocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aloysia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cuphea 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: cheilanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: epiphyllum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: guatteria 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: gmelina 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nashia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: microtea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: garcinia 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: tabebuia 	 NumberInCluster: 7 	 PercentageInCluster: 0.777778
Genus: jacquiniella 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: platycladus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bambusa 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: stylosanthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: bauhinia 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: tragia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: cymbopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pentapetes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: justicia 	 NumberInCluster: 6 	 PercentageInCluster: 0.222222
Genus: fleischmannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: adiantum 	 NumberInCluster: 14 	 PercentageInCluster: 0.500000
Genus: styrax 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: gonocalyx 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: erythroxylum 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: coccoloba 	 NumberInCluster: 11 	 PercentageInCluster: 0.846154
Genus: dendropemon 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: allosidastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: parathesis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melanthera 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: caloncoba 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clusia 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: barringtonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: maranta 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: matayba 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lophosoria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pecluma 	 NumberInCluster: 9 	 PercentageInCluster: 1.000000
Genus: samyda 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lastreopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: forestiera 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: calycophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cupania 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: solanum 	 NumberInCluster: 14 	 PercentageInCluster: 0.129630
Genus: campyloneurum 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: mitracarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: tetragastris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: arthrostylidium 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: pyrostegia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sesuvium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: chaptalia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: clerodendrum 	 NumberInCluster: 4 	 PercentageInCluster: 0.222222
Genus: eleutheranthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pseudabutilon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pseudelephantopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: juglans 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: cinnamomum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: alocasia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: stelis 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: isachne 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: gonolobus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chromolaena 	 NumberInCluster: 5 	 PercentageInCluster: 0.555556
Genus: eriochrysis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: plumbago 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: gloxinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tynanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dioscorea 	 NumberInCluster: 7 	 PercentageInCluster: 0.466667
Genus: jaltomata 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cynanchum 	 NumberInCluster: 8 	 PercentageInCluster: 0.320000
Genus: pandanus 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: gossypium 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: polyscias 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: palicourea 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: thouinia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: canna 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: guapira 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: ardisia 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: siphonoglossa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bernardia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: mimosa 	 NumberInCluster: 6 	 PercentageInCluster: 0.181818
Genus: hypogynium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: elaphoglossum 	 NumberInCluster: 20 	 PercentageInCluster: 0.645161
Genus: andropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: arracacia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: olfersia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lunania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rochefortia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: fadyenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xanthosoma 	 NumberInCluster: 6 	 PercentageInCluster: 0.750000
Genus: casearia 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: stellaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: eubrachion 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: sticherus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: verbesina 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: mansoa 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: salvinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: vetiveria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neolaugeria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ochna 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: cladium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: notholaena 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: rousselia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
